project,country,status,discovery_year,start_year,operator,owner,parent,fuel_type,unit_type,lat,lng,url
Aguada Pichana Este Vaca Muerta,Argentina,operating,,2017,Total Austral SA,,,oil and gas,field,-38.345,-69.213,https://www.gem.wiki/Aguada_Pichana_Este_Vaca_Muerta_Oil_and_Gas_Field_(Argentina)
Aguada Pichana Oeste,Argentina,operating,,2017,Pan American Energy SL,,,gas,field,-38.38,-69.408,https://www.gem.wiki/Aguada_Pichana_Oeste_Gas_Field_(Argentina)
Aguada San Roque,Argentina,operating,,,Total Austral SA,,,oil and gas,field,-37.955,-69.003,https://www.gem.wiki/Aguada_San_Roque_Oil_and_Gas_Field_(Argentina)
Aguada Toledo,Argentina,operating,,,YPF SA,,,oil and gas,field,-38.752,-68.819,https://www.gem.wiki/Aguada_Toledo_Oil_and_Gas_Field_(Argentina)
Aguada de Castro,Argentina,operating,,2011,Pan American Energy SL,,,gas,field,-38.264,-69.567,https://www.gem.wiki/Aguada_de_Castro_Gas_Field_(Argentina)
Aguada de la Arena,Argentina,operating,,,YPF SA,,,oil and gas,field,-38.22,-69.153,https://www.gem.wiki/Aguada_de_la_Arena_Oil_and_Gas_Field_(Argentina)
Aguada de los Indios Sur,Argentina,operating,,,Tecpetrol SA,,,oil and gas,field,-38.233,-69.267,https://www.gem.wiki/Aguada_de_los_Indios_Sur_Oil_and_Gas_Field_(Argentina)
Aguada del Chivato,Argentina,operating,,,Medanito SA,,,oil and gas,field,-37.495,-68.977,https://www.gem.wiki/Aguada_del_Chivato_Oil_and_Gas_Field_(Argentina)
Aguada los Loros,Argentina,operating,,2013,ExxonMobil Exploration Argentina SRL,,,oil and gas,field,-37.728,-69.425,https://www.gem.wiki/Aguada_los_Loros_Oil_and_Gas_Field_(Argentina)
Anticlinal Grande (Chubut),Argentina,operating,,,Pan American Energy SL,,,oil and gas,field,-45.889,-68.997,https://www.gem.wiki/Anticlinal_Grande_(Chubut)_Oil_and_Gas_Field_(Argentina)
Aries-Aries Norte (Estado Nacional),Argentina,operating,,,Total Austral SA,,,oil and gas,field,-52.682,-68.047,https://www.gem.wiki/Aries-Aries_Norte_(Estado_Nacional)_Oil_and_Gas_Field_(Argentina)
Bajada de Añelo (Neuquén) - Shell,Argentina,operating,,,Shell Argentina SA,,,oil and gas,asset,-38.138,-69.048,https://www.gem.wiki/Bajada_de_Añelo_(Neuquén)_-_Shell_Oil_and_Gas_Asset_(Argentina)
Bajada del Palo,Argentina,operating,,,Vista Oil & Gas Argentina SAU,,,oil and gas,field,-38.148,-68.344,https://www.gem.wiki/Bajada_del_Palo_Oil_and_Gas_Field_(Argentina)
Bajo del Choique,Argentina,operating,,2011,ExxonMobil Exploration Argentina SRL,,,oil and gas,field,-37.712,-69.137,https://www.gem.wiki/Bajo_del_Choique_Oil_and_Gas_Field_(Argentina)
Bandurria Centro,Argentina,operating,,2015,Pan American Energy SL,,,oil and gas,field,-38.165,-68.84,https://www.gem.wiki/Bandurria_Centro_Oil_and_Gas_Field_(Argentina)
Bandurria Sur,Argentina,operating,,2015,YPF SA,,,oil and gas,field,-38.256,-68.738,https://www.gem.wiki/Bandurria_Sur_Oil_and_Gas_Field_(Argentina)
Barrancas,Argentina,operating,,,YPF SA,,,oil and gas,field,-33.173,-68.781,https://www.gem.wiki/Barrancas_Oil_and_Gas_Field_(Argentina)
Barrosa Norte,Argentina,operating,,,YPF SA,,,oil and gas,field,-38.711,-68.867,https://www.gem.wiki/Barrosa_Norte_Oil_and_Gas_Field_(Argentina)
Bayo,Argentina,operating,,,Pan American Energy SL,,,oil and gas,field,-46.081,-69.04,https://www.gem.wiki/Bayo_Oil_and_Gas_Field_(Argentina)
Borde Montuoso,Argentina,operating,,,Vista Oil & Gas Argentina SAU,,,oil and gas,field,-38.205,-68.519,https://www.gem.wiki/Borde_Montuoso_Oil_and_Gas_Field_(Argentina)
Campamento Central - Bella Vista Este,Argentina,operating,,,YPF SA,,,oil and gas,field,-45.82,-67.515,https://www.gem.wiki/Campamento_Central_-_Bella_Vista_Este_Oil_and_Gas_Field_(Argentina)
Campamento Uno,Argentina,operating,,,YPF SA,,,oil and gas,field,-38.909,-69.165,https://www.gem.wiki/Campamento_Uno_Oil_and_Gas_Field_(Argentina)
Campo Boleadoras Oeste,Argentina,operating,,,Compañía General de Combustibles SA,,,oil and gas,field,-50.76,-70.834,https://www.gem.wiki/Campo_Boleadoras_Oeste_Oil_and_Gas_Field_(Argentina)
Campo Duran,Argentina,operating,,,Tecpetrol SA,,,oil and gas,field,-39.064,-64.197,https://www.gem.wiki/Campo_Duran_Oil_and_Gas_Field_(Argentina)
Campo Indio,Argentina,operating,,,Compañía General de Combustibles SA,,,oil and gas,field,-50.811,-70.795,https://www.gem.wiki/Campo_Indio_Oil_and_Gas_Field_(Argentina)
Carina-Fenix-Orion-Orion Norte-Orion Oeste (Estado Nacional),Argentina,operating,,,Total Austral SA,,,oil and gas,field,-52.943,-67.268,https://www.gem.wiki/Carina-Fenix-Orion-Orion_Norte-Orion_Oeste_(Estado_Nacional)_Oil_and_Gas_Field_(Argentina)
Cañadon Alfa-Ara-Ara Sur-Antares-Argo (Tierra del Fuego),Argentina,operating,,,Total Austral SA,,,oil and gas,field,-52.719,-68.402,https://www.gem.wiki/Cañadon_Alfa-Ara-Ara_Sur-Antares-Argo_(Tierra_del_Fuego)_Oil_and_Gas_Field_(Argentina)
Cañadon Amarillo,Argentina,operating,,,YPF SA,,,oil and gas,field,-36.979,-69.398,https://www.gem.wiki/Cañadon_Amarillo_Oil_and_Gas_Field_(Argentina)
Cañadon Grande,Argentina,operating,,,Pan American Energy SL,,,oil and gas,field,-45.796,-68.306,https://www.gem.wiki/Cañadon_Grande_Oil_and_Gas_Field_(Argentina)
Cañadon Leon (Santa Cruz) - Sinopec,Argentina,operating,,,Sinopec Argentina Exploration and Production Inc,,,oil and gas,asset,-46.696,-67.363,https://www.gem.wiki/Cañadon_Leon_(Santa_Cruz)_-_Sinopec_Oil_and_Gas_Asset_(Argentina)
Cañadon Leon (Santa Cruz) - YPF,Argentina,operating,,,YPF SA,,,oil and gas,asset,-46.653,-67.685,https://www.gem.wiki/Cañadon_Leon_(Santa_Cruz)_-_YPF_Oil_and_Gas_Asset_(Argentina)
Cañadon Minerales,Argentina,operating,,,Sinopec Argentina Exploration and Production Inc,,,oil,field,-46.757,-67.663,https://www.gem.wiki/Cañadon_Minerales_Oil_Field_(Argentina)
Cañadon Pedro,Argentina,operating,,,Pan American Energy SL,,,oil and gas,field,-45.824,-68.488,https://www.gem.wiki/Cañadon_Pedro_Oil_and_Gas_Field_(Argentina)
Cañadon Seco (Santa Cruz) - Sinopec,Argentina,operating,,,Sinopec Argentina Exploration and Production Inc,,,oil and gas,asset,-46.539,-67.558,https://www.gem.wiki/Cañadon_Seco_(Santa_Cruz)_-_Sinopec_Oil_and_Gas_Asset_(Argentina)
Cañadon Seco (Santa Cruz) - YPF,Argentina,operating,,,YPF SA,,,oil and gas,asset,-46.57,-67.647,https://www.gem.wiki/Cañadon_Seco_(Santa_Cruz)_-_YPF_Oil_and_Gas_Asset_(Argentina)
Cañadon Yatel,Argentina,operating,,,YPF SA,,,oil and gas,field,-46.517,-69.566,https://www.gem.wiki/Cañadon_Yatel_Oil_and_Gas_Field_(Argentina)
Cañadon de la Escondida,Argentina,operating,,,YPF SA,,,oil and gas,field,-46.432,-68.609,https://www.gem.wiki/Cañadon_de_la_Escondida_Oil_and_Gas_Field_(Argentina)
Centenario Centro,Argentina,operating,,,Pluspetrol SA,,,oil and gas,field,-38.903,-68.228,https://www.gem.wiki/Centenario_Centro_Oil_and_Gas_Field_(Argentina)
Cerro Bandera,Argentina,operating,,,Oilstone Energia SA,,,oil and gas,field,-38.955,-69.545,https://www.gem.wiki/Cerro_Bandera_Oil_and_Gas_Field_(Argentina)
Cerro Dragon,Argentina,operating,,,Pan American Energy SL,,,oil and gas,field,-45.739,-68.319,https://www.gem.wiki/Cerro_Dragon_Oil_and_Gas_Field_(Argentina)
Cerro Fortunoso,Argentina,operating,,,YPF SA,,,oil and gas,field,-36.22,-69.381,https://www.gem.wiki/Cerro_Fortunoso_Oil_and_Gas_Field_(Argentina)
Cerro Grande,Argentina,operating,,,YPF SA,,,oil and gas,field,-46.448,-68.858,https://www.gem.wiki/Cerro_Grande_Oil_and_Gas_Field_(Argentina)
Cerro Hamaca Oeste,Argentina,operating,,,YPF SA,,,oil and gas,field,-37.445,-68.605,https://www.gem.wiki/Cerro_Hamaca_Oeste_Oil_and_Gas_Field_(Argentina)
Cerro Huanul Sur,Argentina,operating,,,Pluspetrol SA,,,oil and gas,field,-37.441,-68.368,https://www.gem.wiki/Cerro_Huanul_Sur_Oil_and_Gas_Field_(Argentina)
Cerro Morado Este,Argentina,operating,,2018,YPF SA,,,oil and gas,field,-37.382,-68.547,https://www.gem.wiki/Cerro_Morado_Este_Oil_and_Gas_Field_(Argentina)
Cerro Norte (Santa Cruz) - Selva Maria,Argentina,operating,,,Selva Maria Oil SA,,,oil and gas,asset,-51.87,-69.343,https://www.gem.wiki/Cerro_Norte_(Santa_Cruz)_-_Selva_Maria_Oil_and_Gas_Asset_(Argentina)
Cerro Tortuga,Argentina,operating,,,Pan American Energy SL,,,oil and gas,field,-45.631,-68.233,https://www.gem.wiki/Cerro_Tortuga_Oil_and_Gas_Field_(Argentina)
Chachahuen Sur,Argentina,operating,,2013,YPF SA,,,oil and gas,field,-37.349,-68.889,https://www.gem.wiki/Chachahuen_Sur_Oil_and_Gas_Field_(Argentina)
Chango Norte-Porcelana,Argentina,operating,,,Tecpetrol SA,,,oil and gas,field,-22.886,-64.168,https://www.gem.wiki/Chango_Norte-Porcelana_Oil_and_Gas_Field_(Argentina)
Charco Bayo,Argentina,operating,,,Vista Oil & Gas Argentina SAU,,,oil and gas,field,-38.233,-69.267,https://www.gem.wiki/Charco_Bayo_Oil_and_Gas_Field_(Argentina)
Chañares Herrados (Mendoza) - Chañares Energia,Argentina,operating,,,Chañares Energia SA,,,oil and gas,asset,-34.25,-68.567,https://www.gem.wiki/Chañares_Herrados_(Mendoza)_-_Chañares_Energia_Oil_and_Gas_Asset_(Argentina)
Chihuido de la Salina Centro Norte,Argentina,operating,,,YPF SA,,,oil and gas,field,-36.998,-69.587,https://www.gem.wiki/Chihuido_de_La_Salina_Centro_Norte_Oil_and_Gas_Field_(Argentina)
Chihuido de la Salina Centro Sur,Argentina,operating,,,YPF SA,,,oil and gas,field,-37.033,-69.578,https://www.gem.wiki/Chihuido_de_La_Salina_Centro_Sur_Oil_and_Gas_Field_(Argentina)
Chihuido de la Salina Sur,Argentina,operating,,,YPF SA,,,oil and gas,field,-37.085,-69.591,https://www.gem.wiki/Chihuido_de_La_Salina_Sur_Oil_and_Gas_Field_(Argentina)
Chihuido de la Sierra Negra,Argentina,operating,,,YPF SA,,,oil and gas,field,-37.317,-69.317,https://www.gem.wiki/Chihuido_de_La_Sierra_Negra_Oil_and_Gas_Field_(Argentina)
Coiron (Chubut),Argentina,operating,,,Pan American Energy SL,,,oil and gas,field,-45.749,-68.274,https://www.gem.wiki/Coiron_(Chubut)_Oil_and_Gas_Field_(Argentina)
Coiron Amargo Sur Este,Argentina,operating,,2010,Pan American Energy SL,,,oil and gas,field,-38.363,-68.357,https://www.gem.wiki/Coiron_Amargo_Sur_Este_Oil_and_Gas_Field_(Argentina)
Coiron Amargo Sur Oeste,Argentina,operating,,2018,Shell Argentina SA,,,oil and gas,field,-38.233,-69.267,https://www.gem.wiki/Coiron_Amargo_Sur_Oeste_Oil_and_Gas_Field_(Argentina)
Confluencia Sur,Argentina,operating,,,San Jorge Petroleum SA,,,oil and gas,field,-36.954,-69.596,https://www.gem.wiki/Confluencia_Sur_Oil_and_Gas_Field_(Argentina)
Cruz de Lorena,Argentina,operating,,2013,Shell Argentina SA,,,oil and gas,field,-38.322,-68.498,https://www.gem.wiki/Cruz_de_Lorena_Oil_and_Gas_Field_(Argentina)
Cupen Mahuida,Argentina,operating,,,YPF SA,,,oil and gas,field,-38.747,-68.921,https://www.gem.wiki/Cupen_Mahuida_Oil_and_Gas_Field_(Argentina)
Desfiladero Bayo (Mendoza),Argentina,operating,,,YPF SA,,,oil and gas,field,-37.34,-69.04,https://www.gem.wiki/Desfiladero_Bayo_(Mendoza)_Oil_and_Gas_Field_(Argentina)
Desfiladero Bayo (Neuquén),Argentina,operating,,,YPF SA,,,oil and gas,field,-37.34,-69.04,https://www.gem.wiki/Desfiladero_Bayo_(Neuquén)_Oil_and_Gas_Field_(Argentina)
Desfiladero Bayo Este,Argentina,operating,,,YPF SA,,,oil and gas,field,-37.312,-68.953,https://www.gem.wiki/Desfiladero_Bayo_Este_Oil_and_Gas_Field_(Argentina)
Diadema (Chubut) - Compañías Asociadas,Argentina,operating,,,Compañías Asociadas Petroleras SA,,,oil and gas,asset,-45.741,-67.7,https://www.gem.wiki/Diadema_(Chubut)_-_Compañías_Asociadas_Oil_and_Gas_Asset_(Argentina)
El Cerrito Oeste,Argentina,operating,,2017,Compañía General de Combustibles SA,,,oil and gas,field,-39.064,-64.197,https://www.gem.wiki/El_Cerrito_Oeste_Oil_and_Gas_Field_(Argentina)
El Condor (Santa Cruz),Argentina,operating,,,Compañía General de Combustibles SA,,,oil and gas,field,-52.205,-68.901,https://www.gem.wiki/El_Condor_(Santa_Cruz)_Oil_and_Gas_Field_(Argentina)
El Corcobo Norte (La Pampa),Argentina,operating,,,Pluspetrol SA,,,oil and gas,field,-38.233,-69.267,https://www.gem.wiki/El_Corcobo_Norte_(La_Pampa)_Oil_and_Gas_Field_(Argentina)
El Corcobo Norte (Mendoza),Argentina,operating,,,Pluspetrol SA,,,oil and gas,field,-37.446,-68.284,https://www.gem.wiki/El_Corcobo_Norte_(Mendoza)_Oil_and_Gas_Field_(Argentina)
El Cordon (Santa Cruz) - YPF,Argentina,operating,,,YPF SA,,,oil and gas,asset,-46.674,-67.906,https://www.gem.wiki/El_Cordon_(Santa_Cruz)_-_YPF_Oil_and_Gas_Asset_(Argentina)
El Destino,Argentina,operating,,,YPF SA,,,oil and gas,field,-46.779,-68.089,https://www.gem.wiki/El_Destino_Oil_and_Gas_Field_(Argentina)
El Guadal (Santa Cruz) - YPF,Argentina,operating,,,YPF SA,,,oil and gas,asset,-46.408,-69.257,https://www.gem.wiki/El_Guadal_(Santa_Cruz)_-_YPF_Oil_and_Gas_Asset_(Argentina)
El Huemul,Argentina,operating,,,Sinopec Argentina Exploration and Production Inc,,,oil and gas,field,-46.586,-68.281,https://www.gem.wiki/El_Huemul_Oil_and_Gas_Field_(Argentina)
El Mangrullo,Argentina,operating,,,Pampa Energia SA,,,oil and gas,field,-38.547,-69.488,https://www.gem.wiki/El_Mangrullo_Oil_and_Gas_Field_(Argentina)
El Medanito,Argentina,operating,,,Petroleos Sudamericanos SA,,,oil and gas,field,-38.233,-69.267,https://www.gem.wiki/El_Medanito_Oil_and_Gas_Field_(Argentina)
El Orejano,Argentina,operating,,,YPF SA,,,oil and gas,field,-37.971,-69.212,https://www.gem.wiki/El_Orejano_Oil_and_Gas_Field_(Argentina)
El Porton Norte (Neuquén),Argentina,operating,,,YPF SA,,,oil and gas,field,-37.13,-69.657,https://www.gem.wiki/El_Porton_Norte_(Neuquén)_Oil_and_Gas_Field_(Argentina)
El Porton Sur (Neuquén),Argentina,operating,,,YPF SA,,,oil and gas,field,-37.165,-69.656,https://www.gem.wiki/El_Porton_Sur_(Neuquén)_Oil_and_Gas_Field_(Argentina)
El Puma (Santa Cruz),Argentina,operating,,,Compañía General de Combustibles SA,,,oil and gas,field,-39.064,-64.197,https://www.gem.wiki/El_Puma_(Santa_Cruz)_Oil_and_Gas_Field_(Argentina)
El Renegado,Argentina,operating,,,Pluspetrol SA,,,oil and gas,field,-37.489,-68.241,https://www.gem.wiki/El_Renegado_Oil_and_Gas_Field_(Argentina)
El Salitral,Argentina,operating,,,Capex SA,,,oil and gas,field,-38.916,-68.391,https://www.gem.wiki/El_Salitral_Oil_and_Gas_Field_(Argentina)
El Sosneado,Argentina,operating,,,Petroquimica Comodoro Rivadavia SA,,,oil and gas,field,-35.008,-69.494,https://www.gem.wiki/El_Sosneado_Oil_and_Gas_Field_(Argentina)
El Tordillo (Chubut),Argentina,operating,,,Tecpetrol SA,,,oil and gas,field,-45.881,-67.91,https://www.gem.wiki/El_Tordillo_(Chubut)_Oil_and_Gas_Field_(Argentina)
El Trapial,Argentina,operating,,,Chevron Argentina SRL,,,oil and gas,field,-37.401,-69.322,https://www.gem.wiki/El_Trapial_Oil_and_Gas_Field_(Argentina)
El Trebol,Argentina,operating,,,YPF SA,,,oil and gas,field,-45.828,-67.838,https://www.gem.wiki/El_Trebol_Oil_and_Gas_Field_(Argentina)
El Triangulo (Chubut),Argentina,operating,,,Pan American Energy SL,,,oil and gas,field,-45.839,-68.101,https://www.gem.wiki/El_Triangulo_(Chubut)_Oil_and_Gas_Field_(Argentina)
Escalante,Argentina,operating,,,YPF SA,,,oil and gas,field,-45.753,-67.862,https://www.gem.wiki/Escalante_Oil_and_Gas_Field_(Argentina)
Escorial (Santa Cruz),Argentina,operating,,,Pan American Energy SL,,,oil and gas,field,-45,-67.833,https://www.gem.wiki/Escorial_(Santa_Cruz)_Oil_and_Gas_Field_(Argentina)
Estacion Fernandez Oro,Argentina,operating,,,YPF SA,,,oil and gas,field,-38.233,-69.267,https://www.gem.wiki/Estacion_Fernandez_Oro_Oil_and_Gas_Field_(Argentina)
Estancia Agua Fresca,Argentina,operating,,,Compañía General de Combustibles SA,,,oil and gas,field,-50.761,-70.529,https://www.gem.wiki/Estancia_Agua_Fresca_Oil_and_Gas_Field_(Argentina)
Estancia Cholita,Argentina,operating,,,YPF SA,,,oil and gas,field,-46.424,-69.529,https://www.gem.wiki/Estancia_Cholita_Oil_and_Gas_Field_(Argentina)
Estructura Cruz de Piedra,Argentina,operating,,,YPF SA,,,oil and gas,field,-33.068,-68.808,https://www.gem.wiki/Estructura_Cruz_de_Piedra_Oil_and_Gas_Field_(Argentina)
Filo Morado,Argentina,operating,,,YPF SA,,,oil and gas,field,-37.291,-69.665,https://www.gem.wiki/Filo_Morado_Oil_and_Gas_Field_(Argentina)
Filon 3A,Argentina,operating,,,Total Austral SA,,,oil and gas,field,-37.948,-69.073,https://www.gem.wiki/Filon_3A_Oil_and_Gas_Field_(Argentina)
Filon 3C,Argentina,operating,,,Total Austral SA,,,oil and gas,field,-37.965,-68.985,https://www.gem.wiki/Filon_3C_Oil_and_Gas_Field_(Argentina)
Fortin de Piedra,Argentina,operating,,,Tecpetrol SA,,,oil and gas,field,-38.548,-69.095,https://www.gem.wiki/Fortin_de_Piedra_Oil_and_Gas_Field_(Argentina)
Guanaco (Neuquén),Argentina,operating,,,YPF SA,,,oil and gas,field,-38.856,-69.277,https://www.gem.wiki/Guanaco_(Neuquén)_Oil_and_Gas_Field_(Argentina)
Jaguel Casa de Piedra Sur,Argentina,operating,,2016,Pluspetrol SA,,,oil and gas,field,-37.409,-68.475,https://www.gem.wiki/Jaguel_Casa_de_Piedra_Sur_Oil_and_Gas_Field_(Argentina)
Jagüel Casa de Piedra,Argentina,operating,,,Pluspetrol SA,,,oil and gas,field,-37.406,-68.44,https://www.gem.wiki/Jagüel_Casa_de_Piedra_Oil_and_Gas_Field_(Argentina)
Jagüel de los Machos,Argentina,operating,,,Petroquimica Comodoro Rivadavia SA,,,oil and gas,field,-38.233,-69.267,https://www.gem.wiki/Jagüel_de_los_Machos_Oil_and_Gas_Field_(Argentina)
Jorge,Argentina,operating,,,Pan American Energy SL,,,oil and gas,field,-45.919,-68.328,https://www.gem.wiki/Jorge_Oil_and_Gas_Field_(Argentina)
Km. 20,Argentina,operating,,,Compañías Asociadas Petroleras SA,,,oil and gas,field,-45,-67.833,https://www.gem.wiki/Km._20_Oil_and_Gas_Field_(Argentina)
Koluel Kaike (Santa Cruz) - Pan American,Argentina,operating,,,Pan American Energy SL,,,oil and gas,asset,-46.707,-68.281,https://www.gem.wiki/Koluel_Kaike_(Santa_Cruz)_-_Pan_American_Oil_and_Gas_Asset_(Argentina)
La Amarga Chica,Argentina,operating,,2010,YPF SA,,,oil and gas,field,-38.189,-68.662,https://www.gem.wiki/La_Amarga_Chica_Oil_and_Gas_Field_(Argentina)
La Calera,Argentina,operating,,,Pluspetrol SA,,,oil and gas,field,-38.332,-69.001,https://www.gem.wiki/La_Calera_Oil_and_Gas_Field_(Argentina)
La Madreselva,Argentina,operating,,,Pan American Energy SL,,,oil and gas,field,-45.864,-68.486,https://www.gem.wiki/La_Madreselva_Oil_and_Gas_Field_(Argentina)
La Madreselva Sur,Argentina,operating,,,Pan American Energy SL,,,oil and gas,field,-45.891,-68.434,https://www.gem.wiki/La_Madreselva_Sur_Oil_and_Gas_Field_(Argentina)
La Piedra,Argentina,operating,,,Pan American Energy SL,,,oil and gas,field,-45.714,-68.182,https://www.gem.wiki/La_Piedra_Oil_and_Gas_Field_(Argentina)
La Ribera Bloque I,Argentina,operating,,2010,YPF SA,,,oil and gas,field,-38.431,-69.017,https://www.gem.wiki/La_Ribera_Bloque_I_Oil_and_Gas_Field_(Argentina)
La Yesera,Argentina,operating,,,Capex SA,,,oil and gas,field,-38.233,-69.267,https://www.gem.wiki/La_Yesera_Oil_and_Gas_Field_(Argentina)
Lago Fuego,Argentina,operating,,,YPF SA,,,oil and gas,field,-53.971,-67.609,https://www.gem.wiki/Lago_Fuego_Oil_and_Gas_Field_(Argentina)
Las Flores,Argentina,operating,,,Pan American Energy SL,,,oil and gas,field,-45.674,-68.588,https://www.gem.wiki/Las_Flores_Oil_and_Gas_Field_(Argentina)
Las Heras (Santa Cruz) - Sinopec,Argentina,operating,,,Sinopec Argentina Exploration and Production Inc,,,oil and gas,asset,-46.659,-68.85,https://www.gem.wiki/Las_Heras_(Santa_Cruz)_-_Sinopec_Oil_and_Gas_Asset_(Argentina)
Las Heras (Santa Cruz) - YPF,Argentina,operating,,,YPF SA,,,oil and gas,asset,-46.573,-68.925,https://www.gem.wiki/Las_Heras_(Santa_Cruz)_-_YPF_Oil_and_Gas_Asset_(Argentina)
Las Mesetas,Argentina,operating,,,YPF SA,,,oil and gas,field,-46.17,-69.329,https://www.gem.wiki/Las_Mesetas_Oil_and_Gas_Field_(Argentina)
Lindero Atravesado Occidental,Argentina,operating,,,Pan American Energy SL,,,oil and gas,field,-38.646,-68.512,https://www.gem.wiki/Lindero_Atravesado_Occidental_Oil_and_Gas_Field_(Argentina)
Lindero Atravesado Oriental,Argentina,operating,,,Pan American Energy SL,,,oil and gas,field,-38.739,-68.333,https://www.gem.wiki/Lindero_Atravesado_Oriental_Oil_and_Gas_Field_(Argentina)
Llancanelo,Argentina,operating,,,YPF SA,,,oil and gas,field,-35.646,-69.22,https://www.gem.wiki/Llancanelo_Oil_and_Gas_Field_(Argentina)
Loma Alta Sur,Argentina,operating,,,YPF SA,,,oil and gas,field,-35.988,-69.673,https://www.gem.wiki/Loma_Alta_Sur_Oil_and_Gas_Field_(Argentina)
Loma Azul,Argentina,operating,,,Tecpetrol SA,,,oil and gas,field,-38.233,-69.267,https://www.gem.wiki/Loma_Azul_Oil_and_Gas_Field_(Argentina)
Loma Campana,Argentina,operating,,,YPF SA,,,oil and gas,field,-38.354,-68.612,https://www.gem.wiki/Loma_Campana_Oil_and_Gas_Field_(Argentina)
Loma Campana-Lll,Argentina,operating,,2014,YPF SA,,,oil and gas,field,-38.324,-68.831,https://www.gem.wiki/Loma_Campana-Lll_Oil_and_Gas_Field_(Argentina)
Loma Campana-Sb,Argentina,operating,,2014,YPF SA,,,oil and gas,field,-38.385,-68.706,https://www.gem.wiki/Loma_Campana-Sb_Oil_and_Gas_Field_(Argentina)
Loma Negra Ni,Argentina,operating,,,Oilstone Energia SA,,,oil and gas,field,-38.233,-69.267,https://www.gem.wiki/Loma_Negra_Ni_Oil_and_Gas_Field_(Argentina)
Loma de María,Argentina,operating,,,Capex SA,,,oil and gas,field,-38.233,-69.267,https://www.gem.wiki/Loma_de_María_Oil_and_Gas_Field_(Argentina)
Loma la Lata,Argentina,operating,,,YPF SA,,,oil and gas,field,-38.459,-68.709,https://www.gem.wiki/Loma_la_Lata_Oil_and_Gas_Field_(Argentina)
Loma las Yeguas,Argentina,operating,,,Total Austral SA,,,oil and gas,field,-38.052,-68.828,https://www.gem.wiki/Loma_las_Yeguas_Oil_and_Gas_Field_(Argentina)
Lomas del Cuy,Argentina,operating,,,YPF SA,,,oil and gas,field,-46.426,-69.073,https://www.gem.wiki/Lomas_del_Cuy_Oil_and_Gas_Field_(Argentina)
Lomita Sur,Argentina,operating,,,YPF SA,,,oil and gas,field,-37.332,-69.207,https://www.gem.wiki/Lomita_Sur_Oil_and_Gas_Field_(Argentina)
Los Cavaos,Argentina,operating,,,YPF SA,,,oil and gas,field,-36.074,-69.664,https://www.gem.wiki/Los_Cavaos_Oil_and_Gas_Field_(Argentina)
Los Flamencos,Argentina,operating,,,Roch SA,,,oil and gas,field,-53.734,-67.985,https://www.gem.wiki/Los_Flamencos_Oil_and_Gas_Field_(Argentina)
